frames,r11,r21,r31,r12,r22,r32,r13,r23,r33,roll,pitch,yaw,q1,q2,q3,q4,u1,u2,u3,angle,Sx,Sy,Sz,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z
3943,0.99775,0.018695,-0.064324,-0.02576,0.99351,-0.11083,0.061834,0.11224,0.99176,6.3765,-3.688,-1.0734,0.055886,-0.031607,-0.011137,0.99787,0.85763,-0.48504,-0.17091,7.4725,3.9863,133.76,-646.49,0.0056565,0.17675,-0.65289,-0.056222,0.18961,-0.70616,-0.01818,0.19137,-0.72101,0.061986,0.17869,-0.69861
3955,0.99794,0.019615,-0.061064,-0.025193,0.99544,-0.09196,0.058982,0.093309,0.99389,5.2863,-3.5009,-1.126,0.046391,-0.030059,-0.01122,0.99841,0.82246,-0.53292,-0.19891,6.467,4.2996,132.92,-644.58,0.0061354,0.17601,-0.65026,-0.055618,0.18999,-0.70346,-0.017505,0.19185,-0.71819,0.062593,0.17894,-0.6957
3973,0.99626,0.011493,-0.085597,-0.019285,0.99568,-0.090772,0.084184,0.092083,0.99219,5.2272,-4.9103,-0.66093,0.045805,-0.04253,-0.0077098,0.99801,0.72731,-0.67531,-0.12242,7.2216,5.8593,132.69,-643.47,0.0079411,0.17576,-0.64919,-0.054997,0.19031,-0.70085,-0.017249,0.19185,-0.71655,0.063288,0.17831,-0.69605
3975,0.99421,0.012071,-0.1068,-0.021018,0.99632,-0.083043,0.10541,0.084806,0.99081,4.7909,-6.1311,-0.69561,0.04206,-0.053178,-0.0082915,0.99766,0.61577,-0.77852,-0.12139,7.8334,7.0274,132.31,-643.85,0.0091555,0.17539,-0.64943,-0.054848,0.19042,-0.69956,-0.017432,0.19188,-0.71612,0.063484,0.17845,-0.69736
3977,0.99079,0.0079357,-0.13519,-0.0205,0.99557,-0.091799,0.13386,0.093724,0.98656,5.316,-7.7697,-0.4589,0.046539,-0.067492,-0.0071331,0.99661,0.56553,-0.82016,-0.08668,9.4406,8.4682,132.75,-643.64,0.010508,0.17579,-0.64964,-0.054899,0.19052,-0.69811,-0.01795,0.19177,-0.71575,0.063467,0.17818,-0.69924
3979,0.98639,0.01003,-0.16409,-0.025595,0.99534,-0.093017,0.16239,0.095951,0.98205,5.4108,-9.4445,-0.58259,0.047457,-0.081994,-0.0089469,0.99546,0.49872,-0.86165,-0.09402,10.921,9.7713,132.71,-644.13,0.011609,0.17572,-0.65034,-0.05521,0.19025,-0.69686,-0.018751,0.19146,-0.71564,0.063111,0.17823,-0.70138
3981,0.98127,0.012974,-0.1922,-0.032677,0.99448,-0.0997,0.18985,0.10411,0.97628,5.831,-11.081,-0.75748,0.051261,-0.09609,-0.011482,0.99399,0.46809,-0.87744,-0.10484,12.574,11.41,133.25,-644.81,0.012639,0.17627,-0.65116,-0.055567,0.19,-0.69593,-0.019675,0.19153,-0.71564,0.062643,0.17833,-0.70377
3983,0.97559,0.014727,-0.21909,-0.037372,0.99433,-0.099573,0.21638,0.10533,0.97061,5.8574,-12.656,-0.86487,0.051611,-0.10969,-0.013123,0.99254,0.42328,-0.89958,-0.10762,14.007,12.674,133.28,-645.64,0.013696,0.17628,-0.65211,-0.055721,0.18988,-0.69499,-0.020411,0.1914,-0.71572,0.062188,0.17846,-0.70602
3984,0.96876,0.012865,-0.24766,-0.040614,0.9934,-0.10726,0.24465,0.11397,0.96289,6.3563,-14.339,-0.76084,0.055834,-0.12425,-0.013497,0.99059,0.40789,-0.90769,-0.0986,15.735,14.059,133.7,-646.15,0.014878,0.17664,-0.65303,-0.055794,0.18985,-0.69396,-0.021035,0.19118,-0.71574,0.061773,0.17835,-0.70836
3986,0.9606,0.014365,-0.27755,-0.045709,0.99323,-0.1068,0.27413,0.11528,0.95476,6.3825,-16.114,-0.85672,0.056164,-0.13952,-0.015193,0.98851,0.37153,-0.92297,-0.1005,17.389,15.663,133.74,-647.17,0.016213,0.17667,-0.65413,-0.055714,0.18974,-0.69289,-0.021704,0.19108,-0.71573,0.061331,0.17844,-0.71083
3987,0.95584,0.012562,-0.29362,-0.047033,0.99275,-0.11064,0.2901,0.11956,0.9495,6.6461,-17.075,-0.75297,0.058296,-0.14783,-0.015092,0.98718,0.36521,-0.92611,-0.094551,18.37,16.487,134.02,-647.58,0.016857,0.17694,-0.65466,-0.055677,0.1898,-0.69226,-0.022057,0.19114,-0.71566,0.061056,0.17832,-0.71221
3988,0.95088,0.010273,-0.30939,-0.048579,0.99202,-0.11637,0.30572,0.12568,0.94379,7.0289,-18.022,-0.61897,0.061387,-0.156,-0.014926,0.98573,0.36473,-0.92688,-0.088681,19.379,17.31,134.28,-647.89,0.01752,0.17716,-0.65519,-0.055668,0.18976,-0.69169,-0.02237,0.19101,-0.71565,0.060802,0.17807,-0.71348
3990,0.94024,0.0091551,-0.3404,-0.051746,0.99187,-0.11625,0.33657,0.12692,0.93307,7.102,-19.901,-0.55787,0.061844,-0.17217,-0.015488,0.983,0.33685,-0.93777,-0.084363,21.158,18.873,134.12,-649.08,0.018846,0.17699,-0.65642,-0.055483,0.18957,-0.69052,-0.022979,0.19079,-0.71553,0.060228,0.17773,-0.71602
3991,0.93437,0.0073335,-0.35623,-0.055047,0.99076,-0.12399,0.35202,0.13546,0.92614,7.6254,-20.869,-0.44968,0.066104,-0.18045,-0.015893,0.98123,0.34281,-0.93578,-0.082421,22.236,19.77,134.53,-649.25,0.01952,0.17735,-0.65692,-0.055397,0.1895,-0.68987,-0.023315,0.19061,-0.71546,0.059863,0.17759,-0.7174
3992,0.92804,0.0074611,-0.37242,-0.058438,0.99034,-0.12578,0.36788,0.13849,0.9195,7.7893,-21.865,-0.46063,0.06745,-0.18894,-0.016819,0.97952,0.33503,-0.9385,-0.083542,23.229,20.592,134.69,-649.71,0.020203,0.17747,-0.65755,-0.055291,0.18948,-0.68923,-0.023669,0.19048,-0.71538,0.059445,0.17766,-0.71863
3993,0.92085,0.0064919,-0.38987,-0.0603,0.9902,-0.12594,0.38523,0.13948,0.91222,7.8603,-22.946,-0.40393,0.06787,-0.1982,-0.01708,0.97766,0.32289,-0.94294,-0.081255,24.268,21.337,134.63,-650.24,0.020909,0.17738,-0.65825,-0.055157,0.18946,-0.68849,-0.02401,0.19026,-0.71528,0.059028,0.17759,-0.71998
3994,0.91383,0.0048505,-0.40607,-0.061888,0.98991,-0.12745,0.40136,0.1416,0.90491,8.0168,-23.958,-0.30412,0.06893,-0.20687,-0.017099,0.97579,0.31515,-0.94581,-0.078176,25.267,22.138,134.63,-650.66,0.021612,0.17736,-0.6588,-0.054977,0.18943,-0.68771,-0.024292,0.19012,-0.71511,0.058676,0.1774,-0.72121
3995,0.90009,0.0040371,-0.43569,-0.067672,0.98912,-0.13064,0.43042,0.14707,0.89057,8.3452,-25.829,-0.25699,0.071421,-0.22275,-0.018442,0.97208,0.30438,-0.9493,-0.078597,27.141,24.226,134.87,-651.62,0.02319,0.1776,-0.65969,-0.054338,0.18924,-0.68622,-0.0246,0.19013,-0.71445,0.058157,0.17709,-0.72343
3997,0.8861,0.0054368,-0.46346,-0.074275,0.98867,-0.13041,0.4575,0.14998,0.87647,8.463,-27.61,-0.35154,0.072385,-0.23775,-0.020578,0.96841,0.29027,-0.95338,-0.082518,28.881,26.455,134.95,-652.91,0.024891,0.17771,-0.66075,-0.053418,0.18892,-0.68491,-0.024613,0.19015,-0.71397,0.057832,0.17687,-0.72564
3999,0.87156,0.00033403,-0.49029,-0.075788,0.98807,-0.13405,0.4844,0.15399,0.86119,8.8476,-29.36,-0.021959,0.074663,-0.25265,-0.019732,0.96447,0.28262,-0.95632,-0.074688,30.637,28.351,135.08,-653.77,0.026697,0.17778,-0.66189,-0.052293,0.1891,-0.68371,-0.024393,0.19,-0.7137,0.05763,0.17656,-0.72781
4000,0.85611,0.00081707,-0.51679,-0.081654,0.98765,-0.13371,0.5103,0.15667,0.84561,8.9851,-31.117,-0.054683,0.075587,-0.26736,-0.021468,0.96039,0.27124,-0.95942,-0.077038,32.362,30.724,134.99,-655.34,0.028641,0.17771,-0.66329,-0.050951,0.18872,-0.6827,-0.024027,0.18983,-0.71351,0.057437,0.17621,-0.73006
4001,0.8476,-0.0028089,-0.53063,-0.082635,0.98709,-0.13722,0.52417,0.16016,0.83642,9.3168,-32.048,0.18987,0.077603,-0.27526,-0.020831,0.95801,0.27063,-0.95994,-0.072647,33.327,31.798,135.26,-655.79,0.029643,0.17793,-0.66393,-0.050236,0.18896,-0.6821,-0.023816,0.18987,-0.71335,0.057359,0.17609,-0.7312
4003,0.83018,-0.0040312,-0.55749,-0.087202,0.98673,-0.13699,0.55064,0.16234,0.81881,9.498,-33.882,0.27821,0.078493,-0.29058,-0.02181,0.95338,0.2601,-0.96287,-0.072269,35.129,34.187,135.26,-657.39,0.03166,0.17795,-0.66534,-0.048784,0.18879,-0.68102,-0.023391,0.18987,-0.713,0.057097,0.17573,-0.73347
4005,0.80196,-0.0074811,-0.59733,-0.092013,0.98644,-0.13589,0.59025,0.16394,0.7904,9.7551,-36.679,0.53447,0.079245,-0.31388,-0.022342,0.94589,0.24421,-0.96728,-0.06885,37.871,37.349,135.19,-659.69,0.034455,0.17788,-0.6675,-0.046612,0.18874,-0.67931,-0.022868,0.18982,-0.7124,0.056427,0.17526,-0.73674
4007,0.78254,-0.011918,-0.62248,-0.093206,0.98631,-0.13606,0.61558,0.16449,0.77072,10.011,-38.498,0.87257,0.079874,-0.32903,-0.021603,0.94069,0.23542,-0.9698,-0.063675,39.666,39.076,135.12,-661.02,0.036085,0.17779,-0.66891,-0.045288,0.1889,-0.67817,-0.022589,0.18975,-0.712,0.055915,0.1749,-0.73883
4009,0.76372,-0.016231,-0.64534,-0.099,0.98491,-0.14193,0.63791,0.17228,0.75059,10.708,-40.191,1.2175,0.083987,-0.343,-0.022123,0.93531,0.23737,-0.96941,-0.062525,41.443,40.97,135.4,-662.23,0.037643,0.178,-0.67034,-0.04396,0.18886,-0.67726,-0.022285,0.18952,-0.71179,0.055365,0.17447,-0.74092
4010,0.74274,-0.023088,-0.66918,-0.10193,0.98386,-0.14708,0.66178,0.17746,0.7284,11.416,-42.004,1.7805,0.0873,-0.35802,-0.021209,0.92938,0.23651,-0.96993,-0.057458,43.323,42.705,135.41,-663.56,0.039208,0.17794,-0.672,-0.042552,0.18893,-0.67639,-0.021996,0.18919,-0.71165,0.054716,0.17384,-0.74313
4012,0.71997,-0.022088,-0.69366,-0.10832,0.98367,-0.14375,0.6855,0.17863,0.70582,11.512,-43.92,1.7572,0.087298,-0.37346,-0.023351,0.92324,0.2272,-0.97195,-0.060772,45.193,44.498,135.38,-665.22,0.040684,0.17788,-0.67366,-0.041202,0.1888,-0.6753,-0.021868,0.18897,-0.71128,0.053664,0.17392,-0.74509
4013,0.70692,-0.025287,-0.70684,-0.10961,0.98337,-0.1448,0.69875,0.17983,0.69239,11.812,-44.979,2.0487,0.088254,-0.38212,-0.022923,0.9196,0.22465,-0.97269,-0.05835,46.264,45.25,135.35,-665.93,0.041349,0.17783,-0.67447,-0.040549,0.18889,-0.67461,-0.021867,0.18888,-0.71097,0.053071,0.17365,-0.74617
4015,0.66983,-0.024007,-0.74213,-0.11971,0.98291,-0.13984,0.73281,0.18251,0.6555,12.043,-47.913,2.0526,0.088615,-0.40546,-0.026309,0.90943,0.21309,-0.97498,-0.063264,49.147,47.75,135.29,-668.27,0.043295,0.17774,-0.67664,-0.038529,0.18857,-0.6726,-0.021726,0.18857,-0.70983,0.051254,0.17354,-0.74883
4016,0.65745,-0.027954,-0.75298,-0.12043,0.98257,-0.14163,0.74381,0.1838,0.64263,12.429,-48.849,2.4347,0.08981,-0.41306,-0.025522,0.9059,0.21207,-0.97539,-0.060266,50.109,48.44,135.3,-668.81,0.043924,0.17772,-0.67731,-0.037782,0.18873,-0.67195,-0.02161,0.18851,-0.70949,0.050763,0.17327,-0.74964
4018,0.63564,-0.030862,-0.77137,-0.12234,0.98255,-0.14012,0.76223,0.18343,0.62077,12.72,-50.477,2.7796,0.08989,-0.42607,-0.025414,0.89985,0.20608,-0.9768,-0.058263,51.722,49.865,135.03,-670.33,0.045171,0.17748,-0.6786,-0.036356,0.18857,-0.67095,-0.021236,0.18844,-0.70889,0.049975,0.17268,-0.75121
4020,0.60554,-0.031718,-0.79518,-0.12765,0.9824,-0.13639,0.78551,0.1841,0.59083,12.999,-52.672,2.9983,0.089878,-0.44329,-0.026903,0.89146,0.19836,-0.97833,-0.059375,53.886,52.045,134.93,-672.37,0.047019,0.17739,-0.68034,-0.034127,0.18841,-0.6696,-0.020474,0.18838,-0.70805,0.048965,0.17239,-0.75301
4022,0.58414,-0.032524,-0.811,-0.12771,0.98307,-0.13141,0.80154,0.18034,0.5701,12.98,-54.194,3.1869,0.088003,-0.4552,-0.02687,0.88562,0.1895,-0.98018,-0.05786,55.344,53.318,134.43,-673.53,0.048253,0.17689,-0.68151,-0.032589,0.18829,-0.6686,-0.019947,0.18807,-0.70739,0.048226,0.1722,-0.7541
4024,0.56344,-0.03799,-0.82529,-0.13373,0.98157,-0.13648,0.81526,0.18727,0.54797,13.986,-55.617,3.8574,0.092043,-0.46641,-0.027219,0.87934,0.19329,-0.97947,-0.057161,56.873,54.873,134.57,-674.27,0.049485,0.17694,-0.68249,-0.030916,0.18824,-0.66758,-0.019329,0.18771,-0.70682,0.047695,0.17162,-0.75522
4025,0.54313,-0.040654,-0.83866,-0.12871,0.98299,-0.131,0.82972,0.1791,0.52866,13.918,-56.999,4.2806,0.088713,-0.47728,-0.025191,0.8739,0.18249,-0.98184,-0.051822,58.171,56.278,134.04,-675.67,0.05105,0.1765,-0.68353,-0.028986,0.18838,-0.66669,-0.018267,0.18797,-0.70612,0.047508,0.17124,-0.75619
4027,0.52545,-0.042656,-0.84976,-0.12525,0.98398,-0.12684,0.84156,0.17308,0.51169,13.922,-58.185,4.6411,0.086278,-0.48653,-0.02376,0.86907,0.17441,-0.9835,-0.048029,59.299,57.881,133.48,-676.74,0.052759,0.17594,-0.68464,-0.026879,0.18841,-0.66612,-0.01699,0.18779,-0.70578,0.04767,0.17104,-0.75705
4029,0.51019,-0.047372,-0.85876,-0.12427,0.98394,-0.12811,0.85104,0.17208,0.49611,14.479,-59.177,5.3048,0.086798,-0.49438,-0.022236,0.86462,0.17276,-0.98397,-0.044256,60.322,59.527,133.42,-677.74,0.054405,0.17591,-0.68548,-0.024786,0.18859,-0.66562,-0.015588,0.188,-0.70543,0.048008,0.17057,-0.75792
4030,0.49514,-0.050593,-0.86734,-0.11938,0.98487,-0.1256,0.86057,0.16573,0.48161,14.617,-60.151,5.8343,0.084644,-0.50203,-0.019986,0.86047,0.16613,-0.98532,-0.039226,61.262,60.963,132.88,-678.36,0.056002,0.17534,-0.68639,-0.02274,0.18878,-0.66514,-0.014257,0.18777,-0.70518,0.048373,0.17045,-0.75852
4032,0.4806,-0.053193,-0.87533,-0.11286,0.98611,-0.12189,0.86965,0.15737,0.46792,14.601,-61.084,6.3158,0.08151,-0.50931,-0.017416,0.85654,0.15794,-0.98687,-0.033747,62.14,62.219,132.36,-679.47,0.057511,0.17492,-0.68713,-0.020828,0.18889,-0.66462,-0.012978,0.1881,-0.70469,0.048718,0.17001,-0.7592
4034,0.46628,-0.06033,-0.88258,-0.11451,0.98516,-0.12784,0.8772,0.16067,0.45245,15.778,-61.955,7.3724,0.084654,-0.51634,-0.015898,0.85204,0.16172,-0.98637,-0.030369,63.132,63.762,132.29,-679.75,0.058925,0.17475,-0.68785,-0.018972,0.18903,-0.6641,-0.011774,0.18772,-0.7045,0.049036,0.16942,-0.75991
4036,0.44762,-0.062766,-0.89202,-0.10618,0.98674,-0.12272,0.8879,0.14965,0.43503,15.753,-63.128,7.982,0.080395,-0.52538,-0.012816,0.84696,0.15122,-0.98821,-0.024106,64.234,65.452,131.49,-681.1,0.060931,0.17404,-0.6889,-0.016388,0.18907,-0.66354,-0.0099785,0.18788,-0.70404,0.049556,0.16897,-0.76071
4040,0.42556,-0.063615,-0.90269,-0.10126,0.98791,-0.11736,0.89925,0.14135,0.41397,15.828,-64.514,8.502,0.076928,-0.53581,-0.011194,0.84075,0.14208,-0.98964,-0.020675,65.561,68.283,130.86,-682.55,0.06391,0.17347,-0.69015,-0.012614,0.18904,-0.66292,-0.0072148,0.18789,-0.70353,0.050628,0.16877,-0.76152
4042,0.4169,-0.06847,-0.90637,-0.096335,0.98821,-0.11896,0.90383,0.13691,0.40539,16.355,-65.009,9.3268,0.076314,-0.53989,-0.0083108,0.83823,0.13994,-0.99004,-0.01524,66.093,69.305,130.47,-682.93,0.065126,0.17309,-0.69058,-0.011136,0.18919,-0.66266,-0.0060734,0.18794,-0.70333,0.051304,0.16822,-0.76195
4050,0.40351,-0.070022,-0.91229,-0.093523,0.98869,-0.11725,0.91018,0.13263,0.3924,16.637,-65.824,9.8446,0.074874,-0.54607,-0.0070417,0.83436,0.13583,-0.99065,-0.012775,66.902,72.491,130.0,-683.91,0.068416,0.17266,-0.69137,-0.0073525,0.18904,-0.6624,-0.002843,0.18789,-0.70303,0.053527,0.16778,-0.76255
4065,0.4379,-0.06574,-0.89662,-0.086348,0.98964,-0.11473,0.89487,0.12766,0.42769,15.017,-63.717,8.5378,0.071726,-0.53011,-0.0060979,0.84487,0.13407,-0.99091,-0.011399,64.684,71.236,130.0,-680.65,0.067542,0.17268,-0.68819,-0.0092324,0.18922,-0.66203,-0.0032286,0.1881,-0.70249,0.055263,0.16849,-0.75975
4070,0.46174,-0.068361,-0.88438,-0.090015,0.98827,-0.12339,0.88244,0.13658,0.45017,15.328,-62.175,8.4215,0.076328,-0.51874,-0.0063579,0.8515,0.14556,-0.98927,-0.012125,63.251,69.611,130.63,-679.55,0.06582,0.17323,-0.6875,-0.011619,0.18939,-0.66344,-0.0046136,0.18804,-0.70383,0.05543,0.16853,-0.75938
4073,0.48329,-0.070545,-0.87262,-0.087642,0.98784,-0.1284,0.87106,0.13853,0.47123,15.242,-60.764,8.3048,0.077808,-0.50826,-0.0049835,0.85766,0.15132,-0.98844,-0.0096915,61.889,67.978,130.97,-678.92,0.064365,0.17357,-0.68693,-0.013738,0.18967,-0.66486,-0.0056818,0.18835,-0.70494,0.055795,0.1685,-0.75903
4074,0.4971,-0.066374,-0.86515,-0.093223,0.98721,-0.1293,0.86267,0.14493,0.48455,14.941,-59.9,7.6053,0.079577,-0.50139,-0.0077912,0.86152,0.15673,-0.98752,-0.015345,61.025,66.857,131.42,-678.22,0.063037,0.17398,-0.68633,-0.015459,0.1895,-0.66543,-0.0068042,0.18821,-0.70543,0.055568,0.16896,-0.7585
4076,0.51366,-0.064403,-0.85558,-0.094966,0.98678,-0.13129,0.85272,0.14869,0.50075,14.692,-58.823,7.1465,0.080808,-0.49305,-0.0088211,0.8662,0.16171,-0.98668,-0.017653,59.961,65.546,131.83,-677.54,0.061701,0.17441,-0.68558,-0.017219,0.18951,-0.6662,-0.0078196,0.18839,-0.706,0.055577,0.16921,-0.75794
4078,0.53171,-0.065685,-0.84438,-0.090798,0.98682,-0.13394,0.84205,0.14789,0.51873,14.478,-57.605,7.0424,0.080856,-0.48383,-0.0072051,0.87139,0.16481,-0.98622,-0.014686,58.76,64.116,131.9,-676.46,0.060504,0.17446,-0.6847,-0.018865,0.18974,-0.66701,-0.0085992,0.1885,-0.7066,0.055971,0.16929,-0.7572
4080,0.55316,-0.065914,-0.83046,-0.094109,0.98554,-0.14091,0.82774,0.1561,0.53896,14.652,-56.147,6.7953,0.084649,-0.47261,-0.008036,0.87716,0.17628,-0.9842,-0.016735,57.396,62.749,132.44,-675.03,0.059054,0.17493,-0.68358,-0.020742,0.18974,-0.66794,-0.0095015,0.18837,-0.70731,0.056464,0.16939,-0.75623
4082,0.57805,-0.06083,-0.81373,-0.08971,0.98644,-0.13747,0.81105,0.15246,0.56476,13.68,-54.462,6.0072,0.081949,-0.45925,-0.0081629,0.88448,0.17564,-0.9843,-0.017496,55.624,61.13,132.45,-674.24,0.057691,0.17503,-0.68245,-0.022625,0.18968,-0.66918,-0.010188,0.18874,-0.7081,0.057189,0.16981,-0.75506
4083,0.59317,-0.060445,-0.8028,-0.088696,0.9862,-0.13979,0.80017,0.15412,0.57963,13.559,-53.398,5.8184,0.082683,-0.45094,-0.0079474,0.88868,0.18032,-0.98345,-0.017332,54.585,60.356,132.83,-673.35,0.057005,0.17539,-0.68168,-0.023472,0.18992,-0.66992,-0.010377,0.18894,-0.7086,0.05777,0.17017,-0.7543
4084,0.60865,-0.061146,-0.79108,-0.085224,0.98622,-0.1418,0.78885,0.15372,0.59505,13.403,-52.287,5.7368,0.082732,-0.4423,-0.0067406,0.89302,0.18384,-0.98284,-0.014978,53.49,59.518,132.9,-672.7,0.056351,0.17548,-0.68101,-0.024366,0.19003,-0.67084,-0.01045,0.18911,-0.70921,0.058641,0.17011,-0.75362
4085,0.62526,-0.059962,-0.77811,-0.081644,0.98655,-0.14163,0.77613,0.15208,0.61195,13.031,-51.088,5.4779,0.081792,-0.43282,-0.0060381,0.89774,0.18567,-0.98252,-0.013707,52.275,58.674,132.93,-672.03,0.055712,0.17553,-0.68035,-0.025217,0.19012,-0.67186,-0.010488,0.18925,-0.70992,0.059535,0.17033,-0.75284
4086,0.64279,-0.061028,-0.76361,-0.077595,0.98651,-0.14416,0.7621,0.15192,0.62938,12.901,-49.783,5.4235,0.082007,-0.42259,-0.0045888,0.90259,0.19049,-0.98163,-0.010659,50.999,57.728,133.12,-671.02,0.055003,0.17569,-0.67953,-0.026073,0.19041,-0.67288,-0.010524,0.18941,-0.71066,0.060375,0.17055,-0.75192
4087,0.66018,-0.061134,-0.74862,-0.076578,0.98601,-0.14805,0.7472,0.15507,0.64626,12.903,-48.471,5.2907,0.083527,-0.41218,-0.0042556,0.90726,0.1986,-0.98003,-0.010118,49.743,56.907,133.47,-670.21,0.054237,0.17606,-0.67863,-0.026995,0.19046,-0.67389,-0.010532,0.18966,-0.71124,0.061371,0.17053,-0.751
4088,0.69668,-0.057293,-0.71509,-0.067867,0.98707,-0.1452,0.71417,0.14969,0.68378,11.989,-45.651,4.7013,0.080349,-0.38943,-0.0028811,0.91754,0.20207,-0.97935,-0.0072454,46.861,54.842,133.56,-668.2,0.052721,0.17615,-0.67678,-0.028653,0.19083,-0.67598,-0.010391,0.18992,-0.71255,0.063358,0.17141,-0.74847
4089,0.71417,-0.060219,-0.69738,-0.066438,0.98596,-0.15318,0.69682,0.15573,0.70014,12.341,-44.217,4.8198,0.083759,-0.37804,-0.0016863,0.92199,0.21631,-0.97631,-0.004355,45.562,53.963,134.01,-667.1,0.051937,0.17655,-0.67591,-0.029427,0.19099,-0.6772,-0.010272,0.18999,-0.7133,0.064422,0.17127,-0.74745
4090,0.73095,-0.058696,-0.6799,-0.062874,0.98626,-0.15274,0.67952,0.15439,0.71722,12.022,-42.836,4.5911,0.082865,-0.36677,-0.0011273,0.92661,0.22038,-0.97541,-0.002998,44.175,53.035,133.91,-666.71,0.051164,0.17651,-0.67529,-0.030119,0.19082,-0.67858,-0.010108,0.1901,-0.71405,0.0653,0.1712,-0.74644
4091,0.74678,-0.062016,-0.66217,-0.057616,0.98587,-0.15731,0.66257,0.15563,0.73265,12.118,-41.466,4.7472,0.084053,-0.35582,0.0011817,0.93077,0.22989,-0.97321,0.0032321,42.891,51.962,134.02,-665.83,0.050378,0.17659,-0.67463,-0.03081,0.19105,-0.67989,-0.0099687,0.19014,-0.71492,0.066243,0.17106,-0.74549
