frames,r11,r21,r31,r12,r22,r32,r13,r23,r33,roll,pitch,yaw,q1,q2,q3,q4,u1,u2,u3,angle,Sx,Sy,Sz,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z
4931,0.70424,0.0070279,0.70992,0.027751,0.99891,-0.037417,-0.70942,0.046052,0.70328,3.0455,45.229,-0.57175,0.022612,0.38451,0.0056139,0.92283,0.058701,0.99817,0.014574,45.314,-59.989,137.38,-589.78,-0.02985,0.19212,-0.63464,-0.033628,0.18493,-0.71719,0.0033432,0.18536,-0.70014,0.041621,0.18186,-0.62528
4932,0.68795,0.0098356,0.72569,0.025555,0.99896,-0.037766,-0.72531,0.044526,0.68699,3.1465,46.526,-0.8191,0.022401,0.39498,0.004279,0.91841,0.05662,0.99834,0.010816,46.611,-60.997,137.03,-590.39,-0.030376,0.19193,-0.63472,-0.032287,0.18451,-0.71749,0.0043426,0.18533,-0.69939,0.040861,0.18168,-0.62374
4934,0.65786,0.0044625,0.75312,0.029745,0.99905,-0.031903,-0.75255,0.043389,0.65711,2.7795,48.862,-0.38865,0.020679,0.41354,0.006944,0.91022,0.049936,0.99861,0.016768,48.928,-64.047,136.96,-591.62,-0.031547,0.192,-0.63441,-0.030077,0.18494,-0.71727,0.005754,0.18562,-0.69774,0.039216,0.18144,-0.62076
4936,0.64472,0.0038541,0.76441,0.028088,0.99919,-0.028728,-0.7639,0.039992,0.64409,2.5538,49.854,-0.34251,0.018949,0.42142,0.0066822,0.90664,0.044913,0.99887,0.015838,49.909,-65.361,136.65,-592.27,-0.032183,0.19186,-0.63432,-0.029271,0.18506,-0.7171,0.0062028,0.18571,-0.69697,0.038334,0.18146,-0.61934
4937,0.63143,-0.0031427,0.77543,0.029082,0.99938,-0.019631,-0.77489,0.034947,0.63113,1.7816,50.844,0.28516,0.01511,0.42919,0.0089212,0.90304,0.035175,0.99917,0.020769,50.878,-67.137,136.12,-593.37,-0.032963,0.19157,-0.63428,-0.028659,0.1856,-0.71682,0.006481,0.18586,-0.69623,0.037324,0.18117,-0.61825
4940,0.608,-0.0010281,0.79394,0.026783,0.99946,-0.019216,-0.79348,0.032948,0.6077,1.8112,52.555,0.09688,0.014546,0.44265,0.0077551,0.89654,0.032838,0.99931,0.017508,52.585,-69.418,135.9,-594.09,-0.034581,0.19157,-0.63413,-0.027768,0.18541,-0.71674,0.0067589,0.18607,-0.69495,0.0352,0.18112,-0.61607
4942,0.59494,0.0026626,0.80377,0.018787,0.99968,-0.017217,-0.80355,0.025344,0.59469,1.6584,53.492,-0.25642,0.011916,0.45001,0.0045145,0.89293,0.026469,0.9996,0.010028,53.512,-70.569,135.24,-594.7,-0.035567,0.19127,-0.63409,-0.027362,0.18529,-0.71661,0.0068101,0.18622,-0.6942,0.034001,0.18135,-0.61478
4943,0.58165,-0.0022756,0.81343,0.021945,0.99968,-0.012896,-0.81314,0.025352,0.58151,1.2704,54.433,0.22415,0.010753,0.4573,0.0068096,0.88922,0.023505,0.99961,0.014885,54.449,-72.248,135.33,-595.27,-0.036483,0.19143,-0.63387,-0.026922,0.18574,-0.71626,0.0068433,0.18651,-0.69333,0.032747,0.18119,-0.61363
4945,0.56774,-0.005932,0.82319,0.016323,0.99986,-0.0040529,-0.82305,0.015738,0.56776,0.409,55.405,0.59863,0.0055885,0.46485,0.0062844,0.88535,0.01202,0.99984,0.013517,55.411,-74.003,134.54,-596.42,-0.037453,0.19101,-0.63373,-0.026485,0.18627,-0.71581,0.006875,0.18669,-0.69246,0.031464,0.18131,-0.61221
4946,0.55339,-0.01147,0.83284,0.017907,0.99984,0.0018714,-0.83273,0.013878,0.5535,-0.19372,56.392,1.1874,0.0034059,0.47248,0.0083333,0.8813,0.0072073,0.99982,0.017634,56.402,-75.757,134.34,-597.19,-0.038434,0.19094,-0.63352,-0.026068,0.18667,-0.7154,0.0069172,0.18686,-0.6915,0.030136,0.18104,-0.61102
4949,0.52536,-0.012453,0.85079,0.013088,0.99989,0.0065532,-0.85078,0.0076926,0.52547,-0.71451,58.298,1.3578,0.00032617,0.4871,0.0073115,0.87332,0.00066953,0.99989,0.015009,58.308,-78.163,133.58,-598.19,-0.040235,0.19062,-0.63318,-0.025093,0.18662,-0.71482,0.0070996,0.1871,-0.68966,0.027532,0.18073,-0.60843
4951,0.51079,-0.014731,0.85958,0.012681,0.99987,0.0096002,-0.85961,0.0059964,0.51091,-1.0765,59.27,1.652,-0.0010366,0.49451,0.0078848,0.86913,-0.002096,0.99987,0.015942,59.284,-79.979,133.58,-599.02,-0.041139,0.19061,-0.63301,-0.024572,0.18697,-0.71444,0.0071536,0.18714,-0.68878,0.026263,0.18088,-0.6071
4952,0.49703,-0.019644,0.86751,0.0098939,0.99981,0.016971,-0.86768,0.00014779,0.49713,-1.9553,60.171,2.2634,-0.0048615,0.50141,0.0085356,0.86515,-0.0096937,0.99981,0.01702,60.199,-81.125,132.93,-599.96,-0.042024,0.19035,-0.63298,-0.02416,0.18729,-0.71408,0.0071051,0.18746,-0.68795,0.024971,0.18052,-0.60619
4955,0.4754,-0.021795,0.8795,0.0059709,0.99975,0.021548,-0.87975,-0.0049924,0.47541,-2.5951,61.582,2.6249,-0.0077254,0.51209,0.0080822,0.85886,-0.015082,0.99976,0.015779,61.622,-83.579,132.53,-601.43,-0.043718,0.19016,-0.63314,-0.023838,0.18759,-0.71377,0.00681,0.18763,-0.68692,0.022638,0.18055,-0.6047
4958,0.45982,-0.020994,0.88776,-0.0016482,0.9997,0.024495,-0.88801,-0.012726,0.45965,-3.0504,62.594,2.6141,-0.010893,0.51967,0.0056614,0.85428,-0.020955,0.99972,0.010891,62.64,-85.239,131.86,-602.93,-0.045169,0.18985,-0.63373,-0.023872,0.1877,-0.71395,0.006302,0.18781,-0.68653,0.020723,0.18069,-0.60405
4963,0.44447,-0.019035,0.89559,0.00039301,0.99978,0.021054,-0.89579,-0.0090058,0.44438,-2.7126,63.585,2.4522,-0.0088432,0.527,0.0057154,0.8498,-0.016777,0.9998,0.010843,63.621,-87.557,132.22,-604.71,-0.046649,0.18994,-0.63489,-0.023931,0.18753,-0.7148,0.0057516,0.18754,-0.68693,0.018731,0.18083,-0.60405
4968,0.42873,-0.016545,0.90328,-0.0034391,0.9998,0.019945,-0.90343,-0.011658,0.42858,-2.6645,64.593,2.2101,-0.0093484,0.53444,0.0038769,0.84515,-0.017489,0.99982,0.0072529,64.624,-88.972,131.77,-607.14,-0.047628,0.18956,-0.6366,-0.023575,0.18719,-0.71594,0.0056816,0.18724,-0.68765,0.017196,0.1808,-0.60452
4972,0.41638,-0.012865,0.9091,-0.00043621,0.9999,0.01435,-0.90919,-0.0063717,0.41634,-1.9741,65.381,1.7697,-0.006156,0.54018,0.0036924,0.84152,-0.011395,0.99991,0.006835,65.398,-90.193,132.21,-608.14,-0.048384,0.18974,-0.63743,-0.023186,0.1868,-0.71663,0.0056584,0.18701,-0.68781,0.01601,0.18086,-0.60449
4976,0.40194,-0.014828,0.91555,-0.0016817,0.99986,0.016931,-0.91567,-0.008345,0.40185,-2.4126,66.284,2.1127,-0.0075478,0.54682,0.0039255,0.8372,-0.013801,0.99988,0.0071779,66.308,-91.612,131.78,-609.47,-0.04944,0.18944,-0.63798,-0.023012,0.18671,-0.71676,0.0053541,0.18691,-0.68742,0.014356,0.18053,-0.6041
4981,0.38524,-0.013279,0.92272,-0.0027358,0.99988,0.015531,-0.92281,-0.0085076,0.38516,-2.3091,67.327,1.9741,-0.0072214,0.55441,0.0031672,0.83221,-0.013024,0.9999,0.0057121,67.348,-92.991,131.46,-610.71,-0.050453,0.18916,-0.63861,-0.022606,0.1863,-0.71689,0.0052519,0.18664,-0.68702,0.012739,0.18026,-0.60346
4985,0.36819,-0.013703,0.92965,-0.0042549,0.99986,0.016423,-0.92974,-0.010002,0.36807,-2.5547,68.381,2.1314,-0.0079875,0.56205,0.0028558,0.82706,-0.01421,0.99989,0.0050805,68.404,-94.723,131.31,-611.79,-0.051715,0.18907,-0.63881,-0.022386,0.18633,-0.71662,0.0048753,0.18665,-0.68624,0.010867,0.18023,-0.60262
4990,0.35187,-0.013069,0.93596,-0.0083187,0.99982,0.017088,-0.93601,-0.013799,0.3517,-2.7817,69.383,2.1271,-0.0093928,0.56926,0.0014446,0.8221,-0.016498,0.99986,0.0025373,69.409,-95.976,130.92,-612.95,-0.052819,0.18891,-0.63924,-0.022142,0.1863,-0.71648,0.0045649,0.18678,-0.68563,0.0090852,0.1802,-0.60186
4993,0.34008,-0.017371,0.94024,-0.0048334,0.99978,0.02022,-0.94039,-0.011421,0.33992,-3.4042,70.091,2.9242,-0.0096641,0.57441,0.0038296,0.8185,-0.016822,0.99984,0.0066658,70.13,-97.216,130.99,-613.85,-0.053466,0.18888,-0.63937,-0.021815,0.18643,-0.71623,0.0044929,0.18666,-0.68509,0.0079559,0.17986,-0.60129
4994,0.33304,-0.021041,0.94268,-0.0055975,0.99969,0.024291,-0.9429,-0.013366,0.33281,-4.1745,70.507,3.6151,-0.011533,0.57746,0.0047296,0.81632,-0.019967,0.99977,0.0081885,70.563,-97.918,130.67,-614.64,-0.05386,0.18863,-0.63947,-0.02168,0.18658,-0.71601,0.0044288,0.18657,-0.68474,0.0073135,0.17961,-0.60102
4997,0.31896,-0.021914,0.94751,-0.0081045,0.99963,0.025848,-0.94773,-0.015924,0.31867,-4.6372,71.354,3.9303,-0.012861,0.58352,0.0042519,0.81198,-0.022034,0.99973,0.0072846,71.42,-99.108,130.35,-615.59,-0.054862,0.18846,-0.63972,-0.02155,0.18658,-0.7158,0.0041249,0.18662,-0.68409,0.0057758,0.17946,-0.60038
5002,0.30029,-0.019271,0.95365,-0.014467,0.99959,0.024754,-0.95374,-0.02123,0.29989,-4.7188,72.488,3.6718,-0.01426,0.59148,0.0014898,0.80619,-0.024101,0.99971,0.0025181,72.549,-101.27,129.67,-617.09,-0.056872,0.18801,-0.64036,-0.022012,0.18628,-0.71582,0.0029809,0.18648,-0.68359,0.0029593,0.17943,-0.5997
5006,0.2816,-0.017698,0.95937,-0.021272,0.99947,0.024682,-0.9593,-0.027358,0.28107,-5.0185,73.611,3.5963,-0.016256,0.59933,-0.0011164,0.80033,-0.027113,0.99963,-0.001862,73.676,-103.08,128.92,-618.83,-0.058707,0.18759,-0.64131,-0.022374,0.18606,-0.71607,0.0019985,0.18648,-0.6833,0.00038279,0.17929,-0.59952
5010,0.26712,-0.019281,0.96347,-0.023445,0.99937,0.026499,-0.96338,-0.029667,0.2665,-5.6786,74.466,4.1285,-0.017645,0.60534,-0.0013081,0.79577,-0.029137,0.99957,-0.00216,74.544,-105.07,128.75,-620.27,-0.060357,0.1875,-0.64185,-0.022892,0.18625,-0.71605,0.0010022,0.18655,-0.68296,-0.0019095,0.17931,-0.59924
5012,0.25764,-0.020996,0.96601,-0.030971,0.99907,0.029975,-0.96574,-0.037641,0.25675,-6.6589,75.019,4.6589,-0.021325,0.60924,-0.003146,0.7927,-0.034981,0.99937,-0.0051605,75.124,-106.33,128.03,-621.65,-0.061316,0.18696,-0.64208,-0.023142,0.18651,-0.71581,0.00041688,0.18639,-0.68263,-0.0031979,0.17945,-0.59882
5014,0.25057,-0.023282,0.96782,-0.032552,0.99894,0.032458,-0.96755,-0.039638,0.24955,-7.4107,75.425,5.3083,-0.022803,0.61213,-0.0029322,0.79042,-0.037226,0.9993,-0.0047868,75.55,-107.06,127.86,-622.07,-0.062028,0.18693,-0.64206,-0.023298,0.18671,-0.71549,5.6412e-06,0.18659,-0.68218,-0.0042404,0.17934,-0.5984
5016,0.23748,-0.024721,0.97108,-0.038814,0.99864,0.034915,-0.97062,-0.045983,0.2362,-8.4085,76.186,5.9428,-0.025725,0.61745,-0.0044816,0.78618,-0.041627,0.99911,-0.0072518,76.34,-108.05,127.27,-622.83,-0.063131,0.18667,-0.64207,-0.023416,0.18688,-0.71501,-0.00056256,0.18682,-0.68129,-0.0058952,0.17926,-0.59769
5018,0.22652,-0.025282,0.97368,-0.046521,0.99824,0.036742,-0.9729,-0.053619,0.22494,-9.2769,76.825,6.3686,-0.028867,0.62185,-0.0067848,0.78258,-0.046368,0.99886,-0.010898,77.006,-108.39,126.37,-623.59,-0.063782,0.18618,-0.64227,-0.023267,0.18681,-0.71476,-0.00075389,0.18691,-0.6807,-0.0069987,0.17901,-0.59719
5023,0.20934,-0.024581,0.97753,-0.043458,0.99846,0.034414,-0.97688,-0.049686,0.20795,-9.3968,77.832,6.6971,-0.027054,0.62872,-0.0060725,0.77713,-0.042989,0.99903,-0.0096491,78.002,-109.47,126.68,-624.47,-0.064295,0.18629,-0.64244,-0.022417,0.18667,-0.7143,-0.00057079,0.18673,-0.67985,-0.008379,0.17899,-0.5963
5024,0.20383,-0.026617,0.97865,-0.041749,0.99848,0.035852,-0.97812,-0.048165,0.20241,-10.044,78.138,7.4399,-0.02709,0.63092,-0.004879,0.77536,-0.042896,0.99905,-0.0077258,78.325,-109.76,126.69,-624.79,-0.064459,0.18628,-0.64248,-0.022172,0.18665,-0.71412,-0.0005365,0.18669,-0.67952,-0.0087889,0.17872,-0.59616
5027,0.19527,-0.028138,0.98035,-0.039239,0.99856,0.036476,-0.97996,-0.045591,0.19388,-10.655,78.622,8.1996,-0.026555,0.63431,-0.0035923,0.77261,-0.041827,0.99911,-0.0056582,78.822,-110.48,126.91,-625.28,-0.064853,0.18638,-0.64252,-0.021935,0.18671,-0.71379,-0.00060303,0.18665,-0.67903,-0.0096572,0.17863,-0.59576
5031,0.18107,-0.028353,0.98306,-0.043801,0.99836,0.036862,-0.98249,-0.049734,0.17954,-11.603,79.439,8.8993,-0.028191,0.63987,-0.005029,0.76795,-0.044013,0.999,-0.0078515,79.66,-111.32,126.43,-627.06,-0.065536,0.18603,-0.64341,-0.021644,0.18668,-0.71397,-0.00077193,0.18652,-0.67896,-0.010911,0.17859,-0.59582
5034,0.16797,-0.024321,0.98549,-0.051059,0.99814,0.033335,-0.98447,-0.055917,0.16641,-11.327,80.228,8.2388,-0.02922,0.64493,-0.0087536,0.76363,-0.045256,0.99888,-0.013558,80.43,-112.06,125.76,-629.01,-0.066326,0.18556,-0.64478,-0.021537,0.18638,-0.71469,-0.0011256,0.18633,-0.67942,-0.012371,0.17874,-0.59629
5037,0.15795,-0.020939,0.98723,-0.047234,0.99847,0.028735,-0.98632,-0.051169,0.15672,-10.39,80.832,7.5515,-0.026269,0.64881,-0.0086446,0.76045,-0.040451,0.99909,-0.013312,80.992,-113.18,126.14,-629.97,-0.06724,0.18579,-0.64574,-0.021667,0.18602,-0.71531,-0.0016595,0.18624,-0.67975,-0.013781,0.17876,-0.59672
5039,0.14798,-0.020937,0.98877,-0.050779,0.9983,0.028739,-0.98769,-0.054461,0.14667,-11.086,81.405,8.053,-0.027472,0.65262,-0.0098537,0.75712,-0.042054,0.999,-0.015084,81.577,-114.15,125.7,-631.56,-0.068033,0.1854,-0.64657,-0.0218,0.18595,-0.7156,-0.0021268,0.18598,-0.67993,-0.01502,0.17873,-0.59699
5045,0.1301,-0.017754,0.99134,-0.051041,0.99839,0.024578,-0.99019,-0.053797,0.12899,-10.788,82.455,7.7705,-0.026082,0.65941,-0.011077,0.75125,-0.039516,0.99908,-0.016783,82.603,-115.81,125.67,-633.14,-0.069608,0.1854,-0.64775,-0.022091,0.1856,-0.716,-0.0031021,0.18595,-0.6799,-0.017592,0.1787,-0.59719
5048,0.1237,-0.018354,0.99215,-0.052332,0.99832,0.024993,-0.99094,-0.055013,0.12253,-11.529,82.816,8.4397,-0.026701,0.66183,-0.01134,0.74909,-0.040305,0.99904,-0.017118,82.977,-116.41,125.45,-633.64,-0.070176,0.18524,-0.64791,-0.022221,0.18555,-0.71587,-0.0034437,0.18589,-0.67962,-0.018419,0.17856,-0.59703
5049,0.12046,-0.019483,0.99253,-0.053546,0.99822,0.026094,-0.99127,-0.05629,0.11921,-12.347,82.991,9.1873,-0.027535,0.66305,-0.011385,0.74798,-0.041486,0.99899,-0.017153,83.169,-116.61,125.19,-633.94,-0.070416,0.18506,-0.64799,-0.022246,0.1855,-0.71579,-0.0035737,0.18583,-0.67947,-0.018795,0.17836,-0.59699
5051,0.11749,-0.0203,0.99287,-0.057045,0.998,0.027156,-0.99143,-0.059829,0.1161,-13.165,83.152,9.803,-0.029114,0.66416,-0.012299,0.74693,-0.043787,0.99887,-0.018497,83.35,-116.72,124.79,-634.28,-0.070638,0.18481,-0.64806,-0.022295,0.18553,-0.71567,-0.0037044,0.18582,-0.67933,-0.01915,0.17827,-0.59687
5057,0.10659,-0.019261,0.99412,-0.060994,0.9978,0.025872,-0.99243,-0.063393,0.10518,-13.819,83.782,10.243,-0.030026,0.66821,-0.014038,0.74323,-0.044879,0.99877,-0.020982,83.985,-117.33,124.48,-635.06,-0.071142,0.18458,-0.64816,-0.022103,0.18553,-0.7152,-0.0039131,0.18573,-0.67866,-0.020213,0.17843,-0.59636
5064,0.1031,-0.020105,0.99447,-0.061959,0.99772,0.026595,-0.99274,-0.064359,0.10162,-14.666,83.97,11.035,-0.030643,0.66952,-0.014101,0.74203,-0.045711,0.99873,-0.021035,84.19,-116.97,124.38,-634.86,-0.070799,0.18453,-0.64775,-0.021553,0.18558,-0.71457,-0.0034449,0.18577,-0.67802,-0.019996,0.17837,-0.59585
5066,0.10419,-0.022358,0.99431,-0.059563,0.99781,0.028679,-0.99277,-0.062212,0.10263,-15.612,83.883,12.111,-0.030607,0.66914,-0.012529,0.7424,-0.045685,0.99878,-0.018701,84.127,-117.04,124.45,-634.51,-0.070721,0.18452,-0.64729,-0.021541,0.1856,-0.71415,-0.003412,0.18565,-0.67767,-0.019886,0.17815,-0.59546
5070,0.10696,-0.024714,0.99396,-0.055122,0.99801,0.030746,-0.99273,-0.058077,0.10539,-16.264,83.697,13.01,-0.029872,0.66814,-0.010226,0.74336,-0.044659,0.99889,-0.015289,83.963,-117.06,124.77,-633.4,-0.070586,0.18469,-0.6463,-0.021562,0.18564,-0.71333,-0.0033459,0.18563,-0.67689,-0.019633,0.17793,-0.59463
5076,0.10911,-0.026829,0.99367,-0.054952,0.99794,0.032979,-0.99251,-0.058202,0.10741,-17.068,83.548,13.814,-0.030636,0.66735,-0.0094492,0.74405,-0.045855,0.99885,-0.014143,83.844,-116.68,124.61,-632.52,-0.070347,0.18461,-0.64554,-0.021449,0.18564,-0.71272,-0.0031688,0.18567,-0.67624,-0.019303,0.17763,-0.59405
5099,0.12497,-0.031936,0.99165,-0.058688,0.99749,0.039521,-0.99042,-0.063137,0.12278,-17.842,82.589,14.335,-0.034255,0.66139,-0.0089268,0.74921,-0.051719,0.99857,-0.013478,82.956,-116.97,124.1,-630.09,-0.070851,0.18425,-0.64319,-0.023081,0.18601,-0.71103,-0.0041859,0.18564,-0.67498,-0.018925,0.17743,-0.59249
