frames,r11,r21,r31,r12,r22,r32,r13,r23,r33,roll,pitch,yaw,q1,q2,q3,q4,u1,u2,u3,angle,Sx,Sy,Sz,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z
2889,0.97721,0.043987,-0.20766,-0.062848,0.99439,-0.085121,0.20275,0.096232,0.97449,4.9921,-11.985,-2.5773,0.045647,-0.1033,-0.026891,0.99324,0.3932,-0.8898,-0.23163,13.333,4.6685,97.462,-562.18,-0.013551,0.16492,-0.62005,-0.085386,0.15461,-0.65928,-0.017401,0.15181,-0.67761,0.031976,0.15163,-0.67434
2890,0.97333,0.044332,-0.22511,-0.065596,0.99397,-0.087878,0.21985,0.1003,0.97036,5.1747,-13.009,-2.6078,0.047415,-0.11212,-0.027699,0.99218,0.3798,-0.89807,-0.22187,14.343,5.9074,97.87,-561.82,-0.013451,0.16508,-0.6196,-0.08603,0.15448,-0.65759,-0.018379,0.15173,-0.67715,0.031082,0.15157,-0.6748
2891,0.9691,0.045378,-0.24246,-0.067071,0.99437,-0.081977,0.23737,0.095706,0.96669,4.8472,-14.032,-2.6809,0.044814,-0.12102,-0.028361,0.99123,0.33917,-0.91591,-0.21464,15.185,6.9368,97.622,-562.04,-0.013408,0.1651,-0.61917,-0.086638,0.15472,-0.65587,-0.019353,0.15202,-0.6766,0.030127,0.15192,-0.67504
2893,0.96106,0.045725,-0.27255,-0.069859,0.99438,-0.079511,0.26738,0.095454,0.95885,4.7403,-15.816,-2.724,0.044217,-0.13645,-0.029211,0.98923,0.30207,-0.93217,-0.19955,16.835,8.6448,97.793,-561.8,-0.013463,0.16528,-0.61827,-0.087804,0.15491,-0.65268,-0.021221,0.15218,-0.67561,0.028307,0.15211,-0.67562
2895,0.95265,0.045315,-0.30068,-0.070296,0.99487,-0.072786,0.29583,0.090475,0.95094,4.3769,-17.498,-2.7233,0.041343,-0.15106,-0.029277,0.98723,0.25949,-0.9481,-0.18375,18.336,10.305,97.415,-562.2,-0.013556,0.16523,-0.61754,-0.088898,0.15503,-0.64972,-0.022955,0.15253,-0.67451,0.026508,0.15217,-0.6761
2897,0.94366,0.046128,-0.32768,-0.072209,0.99508,-0.067871,0.32294,0.087709,0.94235,4.1195,-19.128,-2.7985,0.039487,-0.16513,-0.030034,0.98502,0.22901,-0.95771,-0.17419,19.857,11.783,97.262,-562.35,-0.01361,0.16524,-0.61681,-0.089789,0.15516,-0.64684,-0.024631,0.1527,-0.67351,0.024757,0.15238,-0.67644
2899,0.93454,0.045527,-0.35293,-0.073536,0.99508,-0.066357,0.34817,0.087967,0.93329,4.0669,-20.667,-2.789,0.03926,-0.17836,-0.030289,0.98272,0.21207,-0.96346,-0.16362,21.337,13.035,97.364,-562.08,-0.013572,0.1653,-0.61601,-0.090572,0.15538,-0.64402,-0.026136,0.15264,-0.67246,0.023188,0.15248,-0.67672
2901,0.92531,0.043732,-0.37668,-0.072207,0.99547,-0.061802,0.37227,0.084385,0.92428,3.8254,-22.128,-2.7059,0.037276,-0.19097,-0.029563,0.98044,0.1894,-0.97034,-0.15021,22.701,14.85,97.063,-562.56,-0.013404,0.1653,-0.61527,-0.091173,0.15531,-0.6413,-0.027498,0.15302,-0.67135,0.021681,0.15224,-0.67709
2903,0.91427,0.046897,-0.40239,-0.077542,0.99517,-0.060201,0.39762,0.086242,0.91349,3.7704,-23.728,-2.9364,0.037449,-0.20458,-0.031822,0.97761,0.17799,-0.97234,-0.15124,24.292,16.4,97.385,-562.39,-0.013117,0.16542,-0.61465,-0.091566,0.15546,-0.63857,-0.028748,0.15288,-0.6704,0.020273,0.15274,-0.67726
2905,0.904,0.042541,-0.4254,-0.074204,0.99555,-0.058131,0.42104,0.084117,0.90313,3.6828,-25.176,-2.6943,0.036473,-0.21703,-0.029934,0.97502,0.16422,-0.97717,-0.13478,25.665,18.169,97.119,-563.02,-0.012773,0.16538,-0.61416,-0.091793,0.15548,-0.636,-0.029831,0.15312,-0.66936,0.01899,0.15227,-0.67774
2907,0.89309,0.045893,-0.44753,-0.07864,0.99539,-0.054858,0.44295,0.084187,0.89258,3.517,-26.586,-2.9417,0.035754,-0.22898,-0.032022,0.97225,0.15282,-0.97873,-0.13687,27.06,19.535,97.08,-563.17,-0.012493,0.16525,-0.61375,-0.091994,0.15545,-0.63367,-0.030842,0.15286,-0.66861,0.017742,0.15258,-0.67795
2909,0.88314,0.045694,-0.46687,-0.078153,0.99567,-0.050387,0.46255,0.080986,0.88289,3.2663,-27.831,-2.9619,0.033867,-0.2396,-0.031927,0.96976,0.13876,-0.98165,-0.13081,28.255,20.94,96.639,-563.9,-0.012281,0.16504,-0.61339,-0.092181,0.15526,-0.63156,-0.031823,0.15292,-0.66779,0.016578,0.15237,-0.67831
2911,0.87348,0.047081,-0.48458,-0.079592,0.99573,-0.046723,0.48031,0.07938,0.8735,3.0618,-28.985,-3.0853,0.032591,-0.24938,-0.032739,0.9673,0.1285,-0.98327,-0.12909,29.384,22.122,96.428,-564.41,-0.012124,0.16491,-0.61308,-0.092348,0.15515,-0.62962,-0.032677,0.15293,-0.66697,0.015463,0.15243,-0.67851
2913,0.8648,0.048239,-0.49979,-0.083566,0.99532,-0.04853,0.49511,0.083734,0.86479,3.2119,-29.986,-3.1927,0.034265,-0.25774,-0.034146,0.965,0.13066,-0.98284,-0.13021,30.407,23.149,96.705,-564.38,-0.011985,0.16489,-0.61283,-0.092481,0.15496,-0.62798,-0.033483,0.15257,-0.66645,0.014472,0.15237,-0.67872
2916,0.85206,0.050064,-0.52104,-0.085639,0.99534,-0.04441,0.51638,0.082461,0.85238,2.9825,-31.402,-3.3626,0.03298,-0.26967,-0.035275,0.96174,0.12038,-0.98434,-0.12876,31.8,24.532,96.552,-565.21,-0.011911,0.16481,-0.61258,-0.09273,0.1548,-0.62572,-0.03468,0.15262,-0.66559,0.012961,0.15244,-0.67906
2919,0.83939,0.049883,-0.54124,-0.088939,0.99496,-0.046231,0.53621,0.086944,0.8396,3.1517,-32.768,-3.401,0.03474,-0.28106,-0.036213,0.95838,0.12168,-0.98443,-0.12684,33.178,25.788,96.778,-565.68,-0.01187,0.16476,-0.61249,-0.092969,0.15456,-0.62369,-0.035889,0.15228,-0.66494,0.011439,0.1522,-0.67956
2921,0.82648,0.052128,-0.56055,-0.091329,0.99493,-0.042134,0.55551,0.086018,0.82705,2.9164,-34.094,-3.609,0.033546,-0.29215,-0.037552,0.95505,0.11316,-0.98547,-0.12667,34.49,27.083,96.626,-566.71,-0.011807,0.16466,-0.61242,-0.093138,0.15431,-0.62175,-0.036996,0.1523,-0.66425,0.0099928,0.15225,-0.67992
2924,0.81434,0.051641,-0.57808,-0.092087,0.99491,-0.040845,0.57303,0.086496,0.81495,2.8692,-35.316,-3.6285,0.033445,-0.30233,-0.037749,0.95187,0.10912,-0.98637,-0.12316,35.698,28.287,96.59,-567.69,-0.011732,0.16463,-0.61242,-0.09326,0.15412,-0.61999,-0.038033,0.15232,-0.66365,0.0085811,0.15205,-0.68037
2927,0.80161,0.051455,-0.59563,-0.093791,0.99478,-0.04029,0.59045,0.088162,0.80225,2.8751,-36.558,-3.6728,0.033856,-0.31262,-0.038283,0.9485,0.10688,-0.9869,-0.12086,36.935,29.232,96.543,-568.51,-0.011714,0.16447,-0.61256,-0.093377,0.15396,-0.61837,-0.039105,0.15202,-0.6632,0.0071739,0.15186,-0.68093
2930,0.79004,0.05158,-0.61088,-0.095251,0.99468,-0.039201,0.60561,0.089157,0.79075,2.8381,-37.653,-3.7354,0.033941,-0.32167,-0.038826,0.94545,0.10419,-0.98739,-0.11918,38.025,30.231,96.549,-569.49,-0.011659,0.16443,-0.61273,-0.093432,0.1538,-0.61696,-0.03998,0.15196,-0.66277,0.0059246,0.15175,-0.68139
2934,0.7766,0.048638,-0.62812,-0.095476,0.99459,-0.04103,0.62272,0.091835,0.77704,3.0226,-38.911,-3.5837,0.035268,-0.33202,-0.038254,0.94184,0.10494,-0.98794,-0.11383,39.276,31.561,96.834,-570.22,-0.011175,0.16456,-0.61286,-0.093034,0.15401,-0.61529,-0.040661,0.15188,-0.66231,0.0048227,0.15159,-0.68197
2938,0.76284,0.044765,-0.64504,-0.092239,0.99493,-0.040038,0.63998,0.09004,0.7631,3.0034,-40.168,-3.3584,0.034661,-0.34241,-0.036507,0.9382,0.10015,-0.98937,-0.10548,40.497,33.661,96.949,-571.55,-0.0099264,0.16485,-0.61303,-0.091852,0.15442,-0.61362,-0.040529,0.15236,-0.66176,0.0044702,0.15157,-0.68254
2941,0.74497,0.042209,-0.66576,-0.09056,0.99516,-0.038242,0.66092,0.088781,0.74518,2.9378,-41.741,-3.2428,0.03402,-0.35532,-0.035559,0.93345,0.09484,-0.99054,-0.099129,42.042,36.086,97.08,-573.13,-0.008355,0.16506,-0.61357,-0.090307,0.15494,-0.61192,-0.040287,0.15258,-0.6614,0.0041618,0.15179,-0.68331
2943,0.72972,0.04229,-0.68244,-0.093272,0.99491,-0.038079,0.67736,0.09144,0.72995,2.9863,-43.035,-3.3168,0.034842,-0.3658,-0.036468,0.92932,0.094356,-0.99063,-0.098759,43.34,37.659,97.315,-574.24,-0.0076476,0.1651,-0.61404,-0.089503,0.15501,-0.61056,-0.040635,0.15238,-0.66115,0.0033232,0.15185,-0.68398
2945,0.71276,0.037894,-0.70038,-0.092499,0.9949,-0.040306,0.69528,0.093513,0.71263,3.2372,-44.458,-3.0432,0.036179,-0.37733,-0.035253,0.9247,0.095034,-0.99116,-0.092601,44.753,39.052,97.314,-575.34,-0.007164,0.16501,-0.61423,-0.088959,0.15503,-0.60866,-0.041344,0.15215,-0.66052,0.0020507,0.15135,-0.68453
2947,0.70021,0.0399,-0.71282,-0.09104,0.99528,-0.033719,0.70811,0.088505,0.70054,2.7557,-45.465,-3.2614,0.033162,-0.38553,-0.035527,0.92142,0.085342,-0.99215,-0.091428,45.732,39.927,96.903,-576.48,-0.0068236,0.16489,-0.61421,-0.088512,0.15505,-0.60724,-0.041798,0.15236,-0.65983,0.0011688,0.15161,-0.68454
2950,0.68228,0.036256,-0.73019,-0.088591,0.99551,-0.033348,0.7257,0.087441,0.68243,2.7976,-46.902,-3.0418,0.032947,-0.39712,-0.034054,0.91654,0.082381,-0.99296,-0.085149,47.148,41.387,96.858,-577.6,-0.006195,0.16497,-0.61406,-0.087746,0.15524,-0.60502,-0.042364,0.15254,-0.65875,-5.1705e-05,0.15138,-0.68464
2953,0.65819,0.038114,-0.75189,-0.091822,0.99533,-0.029925,0.74723,0.088736,0.65861,2.6016,-48.754,-3.3141,0.032601,-0.41186,-0.035698,0.90996,0.078614,-0.99318,-0.086084,49.0,43.439,97.094,-578.9,-0.005351,0.16509,-0.61395,-0.086559,0.1553,-0.6023,-0.042958,0.15253,-0.65747,-0.0014867,0.15165,-0.68463
2956,0.64122,0.034138,-0.7666,-0.091161,0.99532,-0.031928,0.76192,0.090356,0.64134,2.85,-50.049,-3.0475,0.033771,-0.42213,-0.034604,0.90525,0.079482,-0.9935,-0.081442,50.287,44.732,97.011,-579.97,-0.0048162,0.16495,-0.61404,-0.085713,0.15524,-0.6005,-0.043408,0.15231,-0.65672,-0.0025927,0.15112,-0.6849
2959,0.62393,0.036305,-0.78064,-0.094363,0.99511,-0.029142,0.77576,0.091846,0.62431,2.6725,-51.319,-3.3301,0.03359,-0.43211,-0.036278,0.90047,0.077231,-0.99352,-0.083411,51.561,45.852,97.114,-580.9,-0.0044841,0.16491,-0.61409,-0.085063,0.15516,-0.59879,-0.04401,0.1521,-0.65594,-0.003753,0.1513,-0.68489
2962,0.60728,0.037412,-0.79361,-0.093011,0.99537,-0.02425,0.78902,0.088541,0.60795,2.2842,-52.524,-3.5253,0.031474,-0.44163,-0.036394,0.89591,0.070848,-0.99412,-0.081925,52.75,47.048,96.922,-582.29,-0.0039141,0.16493,-0.61405,-0.084214,0.15518,-0.59707,-0.044286,0.1524,-0.65498,-0.0046557,0.15147,-0.6848
2965,0.58853,0.033676,-0.80778,-0.092098,0.99542,-0.025602,0.80321,0.089462,0.58893,2.4892,-53.879,-3.2749,0.032298,-0.45221,-0.035305,0.89063,0.071028,-0.99445,-0.077638,54.095,49.113,97.087,-582.95,-0.0024193,0.16504,-0.61391,-0.082271,0.1556,-0.595,-0.043808,0.15234,-0.65396,-0.0049234,0.15137,-0.68475
2968,0.57537,0.033167,-0.81722,-0.087049,0.99599,-0.020865,0.81325,0.083143,0.57595,2.0748,-54.807,-3.2992,0.029313,-0.45953,-0.033882,0.88703,0.063489,-0.99528,-0.073383,54.995,50.724,96.8,-584.16,-0.001006,0.16516,-0.61386,-0.080619,0.15595,-0.59369,-0.043087,0.15291,-0.65316,-0.0047378,0.15166,-0.6846
2971,0.55798,0.029769,-0.82932,-0.082187,0.99643,-0.019529,0.82577,0.079056,0.55844,2.0029,-56.029,-3.0539,0.027938,-0.46904,-0.031728,0.88216,0.059324,-0.99596,-0.06737,56.191,52.436,96.556,-585.46,0.00043905,0.16518,-0.61406,-0.078756,0.15639,-0.59219,-0.042521,0.15315,-0.65244,-0.0048362,0.15166,-0.68473
2974,0.54339,0.024407,-0.83913,-0.079733,0.99656,-0.022645,0.83569,0.079211,0.54347,2.386,-57.048,-2.5718,0.029003,-0.47689,-0.029653,0.87798,0.060588,-0.99624,-0.061946,57.2,53.535,96.284,-587.02,0.0011151,0.16498,-0.61467,-0.077698,0.15628,-0.59136,-0.042592,0.15301,-0.65221,-0.0055055,0.15095,-0.6853
2977,0.52599,0.020979,-0.85023,-0.080676,0.99642,-0.025323,0.84666,0.081913,0.5258,2.7573,-58.237,-2.284,0.03071,-0.48596,-0.029112,0.87295,0.062957,-0.99623,-0.05968,58.392,54.749,96.631,-588.15,0.0018561,0.16513,-0.61539,-0.076481,0.15674,-0.59043,-0.042625,0.15284,-0.65204,-0.0062412,0.15097,-0.68578
2980,0.5084,0.019413,-0.8609,-0.076284,0.99683,-0.022572,0.85773,0.077149,0.50827,2.5428,-59.418,-2.1867,0.028722,-0.49501,-0.027563,0.86797,0.057836,-0.99678,-0.055503,59.552,56.061,96.069,-590.08,0.0029414,0.16487,-0.61609,-0.074916,0.15679,-0.58955,-0.042324,0.15287,-0.65177,-0.0066117,0.15083,-0.68623
2982,0.49606,0.014258,-0.86817,-0.077217,0.99663,-0.027754,0.86485,0.080805,0.49549,3.2059,-60.246,-1.6463,0.0314,-0.50127,-0.026459,0.86432,0.062432,-0.99666,-0.052607,60.39,57.553,96.628,-590.46,0.0040932,0.16519,-0.61639,-0.0734,0.15741,-0.58867,-0.04178,0.15282,-0.6515,-0.0065957,0.15078,-0.68649
2990,0.48248,0.0083892,-0.87587,-0.069109,0.9972,-0.028518,0.87318,0.07429,0.48171,3.388,-61.148,-0.99614,0.029871,-0.50819,-0.022517,0.86043,0.058621,-0.9973,-0.044189,61.269,59.734,96.114,-591.49,0.0063466,0.16516,-0.61628,-0.070754,0.15781,-0.5873,-0.040082,0.15329,-0.65053,-0.0054953,0.15051,-0.68619
2996,0.46464,0.0074398,-0.88547,-0.068608,0.99726,-0.027622,0.88284,0.073584,0.46388,3.4077,-62.309,-0.91733,0.029584,-0.5169,-0.02223,0.85525,0.057087,-0.99745,-0.042896,62.426,61.256,95.806,-591.98,0.0074732,0.16488,-0.61581,-0.069009,0.1577,-0.58528,-0.039685,0.153,-0.64914,-0.0057737,0.15025,-0.68548
3000,0.44875,0.012451,-0.89357,-0.070908,0.99725,-0.021715,0.89084,0.073106,0.4484,2.7725,-63.325,-1.5893,0.027867,-0.52443,-0.024499,0.85065,0.053006,-0.99751,-0.046599,63.436,62.175,95.503,-593.14,0.0078921,0.16456,-0.61587,-0.068044,0.15719,-0.58404,-0.039822,0.15269,-0.64838,-0.0065998,0.15033,-0.68516
3002,0.43845,0.0076719,-0.89872,-0.068808,0.99732,-0.025055,0.89612,0.072824,0.4378,3.2754,-63.991,-1.0025,0.02887,-0.5294,-0.022558,0.84758,0.054403,-0.99761,-0.042509,64.101,62.443,95.191,-594.38,0.0079887,0.16433,-0.61641,-0.067567,0.15706,-0.58367,-0.040129,0.15257,-0.6483,-0.0074016,0.14966,-0.68561
3003,0.42744,0.0020323,-0.90404,-0.066894,0.99733,-0.029386,0.90157,0.073035,0.42643,3.9421,-64.695,-0.27241,0.030328,-0.53466,-0.02041,0.84427,0.056592,-0.99767,-0.038084,64.812,62.629,95.12,-595.6,0.0080903,0.16425,-0.61747,-0.067093,0.15742,-0.58374,-0.040436,0.15237,-0.64875,-0.0081293,0.14934,-0.6864
3006,0.41728,-0.0011308,-0.90878,-0.075698,0.99648,-0.035997,0.90562,0.083813,0.41572,4.9489,-65.337,0.15527,0.035613,-0.53932,-0.022165,0.84105,0.065834,-0.99699,-0.040973,65.497,62.939,95.852,-597.39,0.0076432,0.16429,-0.61952,-0.067101,0.15729,-0.58497,-0.041214,0.15164,-0.6502,-0.0093741,0.14887,-0.68811
3044,0.47039,0.014723,-0.88233,-0.073818,0.99701,-0.022718,0.87936,0.075818,0.47008,2.7668,-61.925,-1.7927,0.028746,-0.51394,-0.02583,0.85695,0.055775,-0.99718,-0.050117,62.047,62.203,95.792,-590.92,0.0083284,0.16463,-0.61523,-0.068345,0.15718,-0.58526,-0.038516,0.15251,-0.64899,-0.0044281,0.15056,-0.6849
3049,0.48574,0.019924,-0.87388,-0.082928,0.99628,-0.02338,0.87016,0.083826,0.48558,2.7565,-60.912,-2.3489,0.031116,-0.5062,-0.029853,0.86134,0.061248,-0.99639,-0.058761,61.066,61.171,96.449,-589.71,0.0070268,0.16482,-0.61473,-0.070066,0.15647,-0.58616,-0.039227,0.15234,-0.6493,-0.0045041,0.15054,-0.68471
3055,0.501,0.024316,-0.8651,-0.076587,0.99693,-0.016331,0.86205,0.074438,0.50133,1.8658,-59.895,-2.7787,0.026206,-0.49865,-0.029132,0.86592,0.052393,-0.99693,-0.058242,60.025,58.967,95.736,-588.12,0.005592,0.16468,-0.61321,-0.072018,0.1564,-0.58601,-0.039952,0.1529,-0.64858,-0.0045605,0.151,-0.68337
3061,0.52355,0.028374,-0.85152,-0.077648,0.99688,-0.014524,0.84845,0.073723,0.52412,1.5874,-58.378,-3.1021,0.025288,-0.48714,-0.030381,0.87243,0.051741,-0.99672,-0.062162,58.515,58.691,95.821,-585.73,0.0059908,0.16474,-0.61227,-0.07234,0.15644,-0.58717,-0.038632,0.15292,-0.64893,-0.0023758,0.15146,-0.68267
3073,0.58576,0.031574,-0.80987,-0.073543,0.99719,-0.014316,0.80714,0.067946,0.58644,1.3984,-54.083,-3.0854,0.023104,-0.45414,-0.029523,0.89014,0.0507,-0.99661,-0.064787,54.218,57.472,95.652,-580.43,0.0069815,0.16493,-0.61013,-0.072964,0.15657,-0.59101,-0.034838,0.15356,-0.65007,0.0038061,0.15193,-0.68114
3076,0.60312,0.03675,-0.7968,-0.073503,0.99725,-0.0096425,0.79425,0.064383,0.60417,0.91437,-52.826,-3.4868,0.020676,-0.4444,-0.030795,0.89506,0.046365,-0.99653,-0.069055,52.967,56.629,95.783,-577.91,0.0069477,0.16518,-0.60868,-0.07341,0.15698,-0.59132,-0.033992,0.1539,-0.64971,0.0053614,0.15285,-0.67974
3078,0.61839,0.036643,-0.78502,-0.069358,0.99756,-0.0080721,0.78281,0.059439,0.61942,0.74662,-51.722,-3.3911,0.018767,-0.43582,-0.029466,0.89936,0.042923,-0.9968,-0.067394,51.853,55.894,95.553,-576.39,0.0069692,0.16528,-0.60764,-0.073704,0.15718,-0.59182,-0.033173,0.15436,-0.64944,0.0066763,0.15301,-0.67894
3080,0.6421,0.044026,-0.76536,-0.069663,0.99757,-0.0010607,0.76345,0.053998,0.64361,0.094428,-49.939,-3.9224,0.015193,-0.42186,-0.031372,0.90599,0.035892,-0.9966,-0.074112,50.086,54.619,95.365,-574.4,0.0065504,0.16538,-0.60632,-0.074597,0.15697,-0.59309,-0.032348,0.15491,-0.64935,0.0084006,0.15368,-0.67754
3083,0.65824,0.047865,-0.75129,-0.070433,0.99751,0.0018433,0.74951,0.051702,0.65997,-0.16003,-48.702,-4.1591,0.013691,-0.4121,-0.032483,0.91046,0.033101,-0.99636,-0.078537,48.863,52.677,95.216,-572.76,0.0052549,0.16533,-0.60542,-0.076089,0.15686,-0.59391,-0.032593,0.15502,-0.6493,0.0087607,0.15399,-0.67664
3085,0.67132,0.056566,-0.739,-0.078785,0.99688,0.0047344,0.73696,0.055044,0.67369,-0.40264,-47.646,-4.8164,0.01376,-0.40369,-0.03702,0.91404,0.033924,-0.99525,-0.091268,47.86,51.661,95.749,-571.18,0.0042724,0.16561,-0.60443,-0.077237,0.15641,-0.59447,-0.032783,0.15515,-0.64908,0.0090178,0.15459,-0.6757
3087,0.68349,0.062412,-0.72729,-0.080447,0.99671,0.0099302,0.72552,0.051721,0.68626,-0.82901,-46.66,-5.2175,0.011389,-0.39591,-0.038931,0.9174,0.028616,-0.99479,-0.097821,46.904,50.42,95.768,-569.76,0.0035494,0.16576,-0.60345,-0.078092,0.15647,-0.59491,-0.032708,0.1555,-0.6488,0.0095896,0.1553,-0.6746
3088,0.69715,0.064362,-0.71403,-0.077308,0.9969,0.01438,0.71275,0.045175,0.69996,-1.177,-45.564,-5.2747,0.0083578,-0.38723,-0.03845,0.92114,0.021473,-0.99488,-0.098785,45.813,49.133,95.428,-568.31,0.0031449,0.16578,-0.60248,-0.07866,0.15673,-0.59551,-0.032279,0.1559,-0.64857,0.01049,0.15573,-0.67362
3090,0.71011,0.067452,-0.70086,-0.078017,0.99681,0.016888,0.69976,0.042687,0.7131,-1.3566,-44.496,-5.4261,0.0069753,-0.37868,-0.03933,0.92466,0.018318,-0.99448,-0.10329,44.764,48.26,95.439,-566.97,0.0029271,0.16589,-0.60179,-0.078968,0.15686,-0.59635,-0.031629,0.15615,-0.64858,0.011613,0.15619,-0.67277
3092,0.72425,0.069143,-0.68606,-0.078997,0.99673,0.017059,0.685,0.041841,0.72734,-1.3436,-43.319,-5.4534,0.0066727,-0.36917,-0.039888,0.92848,0.017968,-0.99405,-0.1074,43.601,47.394,95.486,-565.91,0.0026939,0.16598,-0.60146,-0.079295,0.15684,-0.5977,-0.030891,0.15633,-0.64896,0.012734,0.15636,-0.67227
